ProdutoID,DataRef,QtdEstoque
PROD000063,2024-01-31,276
PROD000064,2024-01-31,552
PROD000065,2024-01-31,800
PROD000066,2024-01-31,58
PROD000067,2024-01-31,810
PROD000068,2024-01-31,454
PROD000069,2024-01-31,188
PROD000070,2024-01-31,728
PROD000071,2024-01-31,763
PROD000072,2024-01-31,639
PROD000073,2024-01-31,731
PROD000074,2024-01-31,756
PROD000075,2024-01-31,533
PROD000076,2024-01-31,617
PROD000077,2024-01-31,841
PROD000078,2024-01-31,518
PROD000079,2024-01-31,639
PROD000080,2024-01-31,751
PROD000081,2024-01-31,803
PROD000082,2024-01-31,555
PROD000083,2024-01-31,334
PROD000084,2024-01-31,755
PROD000085,2024-01-31,351
PROD000086,2024-01-31,689
PROD000087,2024-01-31,66
PROD000088,2024-01-31,679
PROD000089,2024-01-31,19
PROD000090,2024-01-31,128
PROD000091,2024-01-31,612
PROD000092,2024-01-31,741
PROD000093,2024-01-31,667
PROD000094,2024-01-31,158
PROD000095,2024-01-31,553
PROD000096,2024-01-31,597
PROD000097,2024-01-31,722
PROD000098,2024-01-31,777
PROD000099,2024-01-31,123
PROD000100,2024-01-31,339
PROD000101,2024-01-31,372
PROD000102,2024-01-31,586
PROD000103,2024-01-31,213
PROD000104,2024-01-31,790
PROD000105,2024-01-31,556
PROD000106,2024-01-31,508
PROD000107,2024-01-31,416
PROD000108,2024-01-31,52
PROD000109,2024-01-31,770
PROD000110,2024-01-31,68
PROD000111,2024-01-31,585
PROD000112,2024-01-31,51
PROD000113,2024-01-31,238
PROD000114,2024-01-31,567
PROD000115,2024-01-31,25
PROD000116,2024-01-31,670
PROD000117,2024-01-31,773
PROD000118,2024-01-31,561
PROD000119,2024-01-31,331
PROD000120,2024-01-31,518
PROD000121,2024-01-31,349
PROD000122,2024-01-31,150
PROD000123,2024-01-31,223
PROD000124,2024-01-31,707
PROD000125,2024-01-31,119
PROD000126,2024-01-31,541
PROD000127,2024-01-31,421
PROD000128,2024-01-31,452
PROD000129,2024-01-31,221
PROD000130,2024-01-31,687
PROD000131,2024-01-31,186
PROD000132,2024-01-31,93
PROD000133,2024-01-31,622
PROD000134,2024-01-31,207
PROD000135,2024-01-31,766
PROD000136,2024-01-31,775
PROD000137,2024-01-31,552
PROD000138,2024-01-31,529
PROD000139,2024-01-31,693
PROD000140,2024-01-31,133
PROD000141,2024-01-31,651
PROD000142,2024-01-31,520
PROD000143,2024-01-31,441
PROD000144,2024-01-31,320
PROD000145,2024-01-31,590
PROD000146,2024-01-31,186
PROD000147,2024-01-31,89
PROD000148,2024-01-31,538
PROD000149,2024-01-31,743
PROD000150,2024-01-31,469
PROD000001,2024-02-29,482
PROD000002,2024-02-29,818
PROD000003,2024-02-29,18
PROD000004,2024-02-29,85
PROD000005,2024-02-29,352
PROD000006,2024-02-29,616
PROD000007,2024-02-29,596
PROD000008,2024-02-29,433
PROD000009,2024-02-29,57
PROD000010,2024-02-29,101
PROD000011,2024-02-29,692
PROD000012,2024-02-29,251
PROD000013,2024-02-29,333
PROD000014,2024-02-29,446
PROD000015,2024-02-29,103
PROD000016,2024-02-29,337
PROD000017,2024-02-29,675
PROD000018,2024-02-29,196
PROD000019,2024-02-29,587
PROD000020,2024-02-29,548
PROD000021,2024-02-29,627
PROD000022,2024-02-29,161
PROD000023,2024-02-29,665
PROD000024,2024-02-29,349
PROD000025,2024-02-29,598
PROD000026,2024-02-29,115
PROD000027,2024-02-29,315
PROD000028,2024-02-29,522
PROD000029,2024-02-29,196
PROD000030,2024-02-29,450
PROD000031,2024-02-29,602
PROD000032,2024-02-29,638
PROD000033,2024-02-29,718
PROD000034,2024-02-29,449
PROD000035,2024-02-29,355
PROD000036,2024-02-29,302
PROD000037,2024-02-29,114
PROD000038,2024-02-29,757
PROD000039,2024-02-29,599
PROD000040,2024-02-29,114
PROD000041,2024-02-29,705
PROD000042,2024-02-29,634
PROD000043,2024-02-29,849
PROD000044,2024-02-29,953
PROD000045,2024-02-29,354
PROD000046,2024-02-29,122
PROD000047,2024-02-29,265
PROD000048,2024-02-29,425
PROD000049,2024-02-29,382
PROD000050,2024-02-29,158
PROD000051,2024-02-29,39
PROD000052,2024-02-29,194
PROD000053,2024-02-29,769
PROD000054,2024-02-29,62
PROD000055,2024-02-29,553
PROD000056,2024-02-29,234
PROD000057,2024-02-29,370
PROD000058,2024-02-29,552
PROD000059,2024-02-29,763
PROD000060,2024-02-29,457
PROD000061,2024-02-29,577
PROD000062,2024-02-29,676
PROD000063,2024-02-29,268
PROD000064,2024-02-29,705
PROD000065,2024-02-29,727
PROD000066,2024-02-29,179
PROD000067,2024-02-29,629
PROD000068,2024-02-29,461
PROD000069,2024-02-29,31
PROD000070,2024-02-29,732
PROD000071,2024-02-29,770
PROD000072,2024-02-29,543
PROD000073,2024-02-29,741
PROD000074,2024-02-29,571
PROD000075,2024-02-29,333
PROD000076,2024-02-29,775
PROD000077,2024-02-29,880
PROD000078,2024-02-29,517
PROD000079,2024-02-29,501
PROD000080,2024-02-29,742
PROD000081,2024-02-29,763
PROD000082,2024-02-29,554
PROD000083,2024-02-29,170
PROD000084,2024-02-29,665
PROD000085,2024-02-29,346
PROD000086,2024-02-29,701
PROD000087,2024-02-29,49
PROD000088,2024-02-29,668
PROD000089,2024-02-29,80
PROD000090,2024-02-29,124
PROD000091,2024-02-29,761
PROD000092,2024-02-29,861
PROD000093,2024-02-29,547
PROD000094,2024-02-29,167
PROD000095,2024-02-29,541
PROD000096,2024-02-29,417
PROD000097,2024-02-29,827
PROD000098,2024-02-29,779
PROD000099,2024-02-29,131
PROD000100,2024-02-29,330
PROD000101,2024-02-29,458
PROD000102,2024-02-29,582
PROD000103,2024-02-29,277
PROD000104,2024-02-29,780
PROD000105,2024-02-29,557
PROD000106,2024-02-29,540
PROD000107,2024-02-29,260
PROD000108,2024-02-29,60
PROD000109,2024-02-29,772
PROD000110,2024-02-29,139
PROD000111,2024-02-29,584
PROD000112,2024-02-29,53
PROD000113,2024-02-29,251
PROD000114,2024-02-29,424
PROD000115,2024-02-29,147
PROD000116,2024-02-29,670
PROD000117,2024-02-29,771
PROD000118,2024-02-29,556
PROD000119,2024-02-29,274
PROD000120,2024-02-29,515
PROD000121,2024-02-29,524
PROD000122,2024-02-29,273
PROD000123,2024-02-29,217
PROD000124,2024-02-29,701
PROD000125,2024-02-29,219
PROD000126,2024-02-29,568
PROD000127,2024-02-29,307
PROD000128,2024-02-29,454
PROD000129,2024-02-29,334
PROD000130,2024-02-29,493
PROD000131,2024-02-29,273
PROD000132,2024-02-29,88
PROD000133,2024-02-29,717
PROD000134,2024-02-29,194
PROD000135,2024-02-29,764
PROD000136,2024-02-29,715
PROD000137,2024-02-29,555
PROD000138,2024-02-29,405
PROD000139,2024-02-29,687
PROD000140,2024-02-29,189
PROD000141,2024-02-29,654
PROD000142,2024-02-29,525
PROD000143,2024-02-29,435
PROD000144,2024-02-29,355
PROD000145,2024-02-29,757
PROD000146,2024-02-29,352
PROD000147,2024-02-29,161
PROD000148,2024-02-29,538
PROD000149,2024-02-29,614
PROD000150,2024-02-29,390
PROD000001,2024-03-31,478
PROD000002,2024-03-31,649
PROD000003,2024-03-31,32
PROD000004,2024-03-31,86
PROD000005,2024-03-31,284
PROD000006,2024-03-31,609
PROD000007,2024-03-31,591
PROD000008,2024-03-31,569
PROD000009,2024-03-31,108
PROD000010,2024-03-31,24
PROD000011,2024-03-31,694
PROD000012,2024-03-31,142
PROD000013,2024-03-31,209
PROD000014,2024-03-31,444
PROD000015,2024-03-31,272
PROD000016,2024-03-31,345
PROD000017,2024-03-31,673
PROD000018,2024-03-31,323
PROD000019,2024-03-31,592
PROD000020,2024-03-31,390
PROD000021,2024-03-31,629
PROD000022,2024-03-31,201
PROD000023,2024-03-31,775
PROD000024,2024-03-31,343
PROD000025,2024-03-31,658
PROD000026,2024-03-31,111
PROD000027,2024-03-31,221
PROD000028,2024-03-31,449
PROD000029,2024-03-31,336
PROD000030,2024-03-31,457
PROD000031,2024-03-31,602
PROD000032,2024-03-31,647
PROD000033,2024-03-31,852
PROD000034,2024-03-31,458
PROD000035,2024-03-31,507
PROD000036,2024-03-31,303
PROD000037,2024-03-31,161
PROD000038,2024-03-31,760
PROD000039,2024-03-31,592
PROD000040,2024-03-31,246
PROD000041,2024-03-31,697
PROD000042,2024-03-31,631
PROD000043,2024-03-31,674
PROD000044,2024-03-31,768
PROD000045,2024-03-31,490
PROD000046,2024-03-31,233
PROD000047,2024-03-31,322
PROD000048,2024-03-31,241
PROD000049,2024-03-31,393
PROD000050,2024-03-31,159
PROD000051,2024-03-31,37
PROD000052,2024-03-31,187
PROD000053,2024-03-31,961
PROD000054,2024-03-31,60
PROD000055,2024-03-31,552
PROD000056,2024-03-31,245
PROD000057,2024-03-31,423
PROD000058,2024-03-31,374
PROD000059,2024-03-31,706
PROD000060,2024-03-31,447
PROD000061,2024-03-31,485
PROD000062,2024-03-31,669
PROD000063,2024-03-31,274
PROD000064,2024-03-31,693
PROD000065,2024-03-31,909
PROD000066,2024-03-31,50
PROD000067,2024-03-31,624
PROD000068,2024-03-31,572
PROD000069,2024-03-31,35
PROD000070,2024-03-31,727
PROD000071,2024-03-31,768
PROD000072,2024-03-31,476
PROD000073,2024-03-31,741
PROD000074,2024-03-31,559
PROD000075,2024-03-31,342
PROD000076,2024-03-31,618
PROD000077,2024-03-31,772
PROD000078,2024-03-31,524
PROD000079,2024-03-31,657
PROD000080,2024-03-31,740
PROD000081,2024-03-31,762
PROD000082,2024-03-31,542
PROD000083,2024-03-31,171
PROD000084,2024-03-31,667
PROD000085,2024-03-31,344
PROD000086,2024-03-31,691
PROD000087,2024-03-31,213
PROD000088,2024-03-31,672
PROD000089,2024-03-31,4
PROD000090,2024-03-31,133
PROD000091,2024-03-31,603
PROD000092,2024-03-31,698
PROD000093,2024-03-31,494
PROD000094,2024-03-31,236
PROD000095,2024-03-31,556
PROD000096,2024-03-31,415
PROD000097,2024-03-31,717
PROD000098,2024-03-31,785
PROD000099,2024-03-31,127
PROD000100,2024-03-31,343
PROD000101,2024-03-31,528
PROD000102,2024-03-31,699
PROD000103,2024-03-31,218
PROD000104,2024-03-31,782
PROD000105,2024-03-31,552
PROD000106,2024-03-31,414
PROD000107,2024-03-31,362
PROD000108,2024-03-31,62
PROD000109,2024-03-31,764
PROD000110,2024-03-31,74
PROD000111,2024-03-31,751
PROD000112,2024-03-31,52
PROD000113,2024-03-31,236
PROD000114,2024-03-31,422
PROD000115,2024-03-31,104
PROD000116,2024-03-31,675
PROD000117,2024-03-31,774
PROD000118,2024-03-31,562
PROD000119,2024-03-31,382
PROD000120,2024-03-31,591
PROD000121,2024-03-31,358
PROD000122,2024-03-31,151
PROD000123,2024-03-31,223
PROD000124,2024-03-31,692
PROD000125,2024-03-31,271
PROD000126,2024-03-31,538
PROD000127,2024-03-31,317
PROD000128,2024-03-31,617
PROD000129,2024-03-31,226
PROD000130,2024-03-31,497
PROD000131,2024-03-31,242
PROD000132,2024-03-31,270
PROD000133,2024-03-31,786
PROD000134,2024-03-31,290
PROD000135,2024-03-31,771
PROD000136,2024-03-31,698
PROD000137,2024-03-31,542
PROD000138,2024-03-31,408
PROD000139,2024-03-31,688
PROD000140,2024-03-31,127
PROD000141,2024-03-31,807
PROD000142,2024-03-31,518
PROD000143,2024-03-31,430
PROD000144,2024-03-31,438
PROD000145,2024-03-31,592
PROD000146,2024-03-31,296
PROD000147,2024-03-31,87
PROD000148,2024-03-31,547
PROD000149,2024-03-31,613
PROD000150,2024-03-31,347
PROD000001,2024-04-30,676
PROD000002,2024-04-30,664
PROD000003,2024-04-30,14
PROD000004,2024-04-30,73
PROD000005,2024-04-30,473
PROD000006,2024-04-30,609
PROD000007,2024-04-30,596
PROD000008,2024-04-30,426
PROD000009,2024-04-30,44
PROD000010,2024-04-30,23
PROD000011,2024-04-30,779
PROD000012,2024-04-30,146
PROD000013,2024-04-30,222
PROD000014,2024-04-30,453
PROD000015,2024-04-30,98
PROD000016,2024-04-30,335
PROD000017,2024-04-30,662
PROD000018,2024-04-30,225
PROD000019,2024-04-30,587
PROD000020,2024-04-30,513
PROD000021,2024-04-30,630
PROD000022,2024-04-30,151
PROD000023,2024-04-30,804
PROD000024,2024-04-30,533
PROD000025,2024-04-30,594
PROD000026,2024-04-30,117
PROD000027,2024-04-30,308
PROD000028,2024-04-30,439
PROD000029,2024-04-30,350
PROD000030,2024-04-30,441
PROD000031,2024-04-30,606
PROD000032,2024-04-30,777
PROD000033,2024-04-30,761
PROD000034,2024-04-30,451
PROD000035,2024-04-30,514
PROD000036,2024-04-30,441
PROD000037,2024-04-30,112
PROD000038,2024-04-30,909
PROD000039,2024-04-30,604
PROD000040,2024-04-30,175
PROD000041,2024-04-30,689
PROD000042,2024-04-30,704
PROD000043,2024-04-30,784
PROD000044,2024-04-30,763
PROD000045,2024-04-30,481
PROD000046,2024-04-30,128
PROD000047,2024-04-30,387
PROD000048,2024-04-30,359
PROD000049,2024-04-30,381
PROD000050,2024-04-30,220
PROD000051,2024-04-30,40
PROD000052,2024-04-30,194
PROD000053,2024-04-30,775
PROD000054,2024-04-30,59
PROD000055,2024-04-30,557
PROD000056,2024-04-30,232
PROD000057,2024-04-30,373
PROD000058,2024-04-30,377
PROD000059,2024-04-30,882
PROD000060,2024-04-30,572
PROD000061,2024-04-30,514
PROD000062,2024-04-30,664
PROD000063,2024-04-30,274
PROD000064,2024-04-30,598
PROD000065,2024-04-30,741
PROD000066,2024-04-30,223
PROD000067,2024-04-30,747
PROD000068,2024-04-30,455
PROD000069,2024-04-30,20
PROD000070,2024-04-30,714
PROD000071,2024-04-30,756
PROD000072,2024-04-30,478
PROD000073,2024-04-30,788
PROD000074,2024-04-30,564
PROD000075,2024-04-30,331
PROD000076,2024-04-30,617
PROD000077,2024-04-30,839
PROD000078,2024-04-30,531
PROD000079,2024-04-30,502
PROD000080,2024-04-30,752
PROD000081,2024-04-30,744
PROD000082,2024-04-30,581
PROD000083,2024-04-30,179
PROD000084,2024-04-30,662
PROD000085,2024-04-30,351
PROD000086,2024-04-30,692
PROD000087,2024-04-30,57
PROD000088,2024-04-30,673
PROD000089,2024-04-30,7
PROD000090,2024-04-30,122
PROD000091,2024-04-30,596
PROD000092,2024-04-30,686
PROD000093,2024-04-30,498
PROD000094,2024-04-30,152
PROD000095,2024-04-30,538
PROD000096,2024-04-30,420
PROD000097,2024-04-30,789
PROD000098,2024-04-30,781
PROD000099,2024-04-30,258
PROD000100,2024-04-30,410
PROD000101,2024-04-30,374
PROD000102,2024-04-30,684
PROD000103,2024-04-30,218
PROD000104,2024-04-30,786
PROD000105,2024-04-30,551
PROD000106,2024-04-30,414
PROD000107,2024-04-30,266
PROD000108,2024-04-30,48
PROD000109,2024-04-30,766
PROD000110,2024-04-30,107
PROD000111,2024-04-30,733
PROD000112,2024-04-30,139
PROD000113,2024-04-30,436
PROD000114,2024-04-30,429
PROD000115,2024-04-30,16
PROD000116,2024-04-30,681
PROD000117,2024-04-30,769
PROD000118,2024-04-30,608
PROD000119,2024-04-30,271
PROD000120,2024-04-30,516
PROD000121,2024-04-30,354
PROD000122,2024-04-30,157
PROD000123,2024-04-30,224
PROD000124,2024-04-30,781
PROD000125,2024-04-30,121
PROD000126,2024-04-30,532
PROD000127,2024-04-30,312
PROD000128,2024-04-30,558
PROD000129,2024-04-30,211
PROD000130,2024-04-30,491
PROD000131,2024-04-30,169
PROD000132,2024-04-30,95
PROD000133,2024-04-30,627
PROD000134,2024-04-30,203
PROD000135,2024-04-30,773
PROD000136,2024-04-30,654
PROD000137,2024-04-30,750
PROD000138,2024-04-30,392
PROD000139,2024-04-30,845
PROD000140,2024-04-30,135
PROD000141,2024-04-30,636
PROD000142,2024-04-30,521
PROD000143,2024-04-30,438
PROD000144,2024-04-30,306
PROD000145,2024-04-30,589
PROD000146,2024-04-30,168
PROD000147,2024-04-30,206
PROD000148,2024-04-30,653
PROD000149,2024-04-30,679
PROD000150,2024-04-30,352
PROD000001,2024-05-31,489
PROD000002,2024-05-31,647
PROD000003,2024-05-31,209
PROD000004,2024-05-31,90
PROD000005,2024-05-31,283
PROD000006,2024-05-31,751
PROD000007,2024-05-31,584
PROD000008,2024-05-31,421
PROD000009,2024-05-31,45
PROD000010,2024-05-31,121
PROD000011,2024-05-31,692
PROD000012,2024-05-31,148
PROD000013,2024-05-31,217
PROD000014,2024-05-31,454
PROD000015,2024-05-31,102
PROD000016,2024-05-31,351
PROD000017,2024-05-31,799
PROD000018,2024-05-31,178
PROD000019,2024-05-31,600
PROD000020,2024-05-31,384
PROD000021,2024-05-31,635
PROD000022,2024-05-31,258
PROD000023,2024-05-31,717
PROD000024,2024-05-31,357
PROD000025,2024-05-31,592
PROD000026,2024-05-31,117
PROD000027,2024-05-31,220
PROD000028,2024-05-31,440
PROD000029,2024-05-31,200
PROD000030,2024-05-31,441
PROD000031,2024-05-31,596
PROD000032,2024-05-31,644
PROD000033,2024-05-31,727
PROD000034,2024-05-31,449
PROD000035,2024-05-31,350
PROD000036,2024-05-31,339
PROD000037,2024-05-31,184
PROD000038,2024-05-31,768
PROD000039,2024-05-31,608
PROD000040,2024-05-31,108
PROD000041,2024-05-31,738
PROD000042,2024-05-31,620
PROD000043,2024-05-31,659
PROD000044,2024-05-31,768
PROD000045,2024-05-31,450
PROD000046,2024-05-31,128
PROD000047,2024-05-31,304
PROD000048,2024-05-31,233
PROD000049,2024-05-31,389
PROD000050,2024-05-31,345
PROD000051,2024-05-31,211
PROD000052,2024-05-31,181
PROD000053,2024-05-31,949
PROD000054,2024-05-31,46
PROD000055,2024-05-31,555
PROD000056,2024-05-31,427
PROD000057,2024-05-31,374
PROD000058,2024-05-31,387
PROD000059,2024-05-31,718
PROD000060,2024-05-31,541
PROD000061,2024-05-31,474
PROD000062,2024-05-31,853
PROD000063,2024-05-31,277
PROD000064,2024-05-31,653
PROD000065,2024-05-31,729
PROD000066,2024-05-31,59
PROD000067,2024-05-31,621
PROD000068,2024-05-31,447
PROD000069,2024-05-31,27
PROD000070,2024-05-31,729
PROD000071,2024-05-31,899
PROD000072,2024-05-31,468
PROD000073,2024-05-31,795
PROD000074,2024-05-31,561
PROD000075,2024-05-31,339
PROD000076,2024-05-31,614
PROD000077,2024-05-31,777
PROD000078,2024-05-31,411
PROD000079,2024-05-31,581
PROD000080,2024-05-31,738
PROD000081,2024-05-31,756
PROD000082,2024-05-31,543
PROD000083,2024-05-31,243
PROD000084,2024-05-31,663
PROD000085,2024-05-31,345
PROD000086,2024-05-31,691
PROD000087,2024-05-31,125
PROD000088,2024-05-31,665
PROD000089,2024-05-31,13
PROD000090,2024-05-31,121
PROD000091,2024-05-31,607
PROD000092,2024-05-31,700
PROD000093,2024-05-31,534
PROD000094,2024-05-31,231
PROD000095,2024-05-31,550
PROD000096,2024-05-31,427
PROD000097,2024-05-31,862
PROD000098,2024-05-31,770
PROD000099,2024-05-31,122
PROD000100,2024-05-31,336
PROD000101,2024-05-31,372
PROD000102,2024-05-31,584
PROD000103,2024-05-31,200
PROD000104,2024-05-31,849
PROD000105,2024-05-31,562
PROD000106,2024-05-31,413
PROD000107,2024-05-31,259
PROD000108,2024-05-31,53
PROD000109,2024-05-31,775
PROD000110,2024-05-31,255
PROD000111,2024-05-31,681
PROD000112,2024-05-31,53
PROD000113,2024-05-31,231
PROD000114,2024-05-31,483
PROD000115,2024-05-31,16
PROD000116,2024-05-31,674
PROD000117,2024-05-31,829
PROD000118,2024-05-31,546
PROD000119,2024-05-31,271
PROD000120,2024-05-31,504
PROD000121,2024-05-31,349
PROD000122,2024-05-31,274
PROD000123,2024-05-31,227
PROD000124,2024-05-31,737
PROD000125,2024-05-31,120
PROD000126,2024-05-31,535
PROD000127,2024-05-31,318
PROD000128,2024-05-31,440
PROD000129,2024-05-31,210
PROD000130,2024-05-31,504
PROD000131,2024-05-31,174
PROD000132,2024-05-31,97
PROD000133,2024-05-31,710
PROD000134,2024-05-31,195
PROD000135,2024-05-31,765
PROD000136,2024-05-31,618
PROD000137,2024-05-31,547
PROD000138,2024-05-31,398
PROD000139,2024-05-31,687
PROD000140,2024-05-31,130
PROD000141,2024-05-31,813
PROD000142,2024-05-31,511
PROD000143,2024-05-31,423
PROD000144,2024-05-31,323
PROD000145,2024-05-31,594
PROD000146,2024-05-31,172
PROD000147,2024-05-31,78
PROD000148,2024-05-31,581
PROD000149,2024-05-31,615
PROD000150,2024-05-31,463
PROD000001,2024-06-30,592
PROD000002,2024-06-30,661
PROD000003,2024-06-30,212
PROD000004,2024-06-30,71
PROD000005,2024-06-30,297
PROD000006,2024-06-30,594
PROD000007,2024-06-30,578
PROD000008,2024-06-30,420
PROD000009,2024-06-30,52
PROD000010,2024-06-30,17
PROD000011,2024-06-30,685
PROD000012,2024-06-30,130
PROD000013,2024-06-30,222
PROD000014,2024-06-30,510
PROD000015,2024-06-30,105
PROD000016,2024-06-30,335
PROD000017,2024-06-30,668
PROD000018,2024-06-30,187
PROD000019,2024-06-30,590
PROD000020,2024-06-30,531
PROD000021,2024-06-30,628
PROD000022,2024-06-30,145
PROD000023,2024-06-30,662
PROD000024,2024-06-30,353
PROD000025,2024-06-30,772
PROD000026,2024-06-30,117
PROD000027,2024-06-30,227
PROD000028,2024-06-30,534
PROD000029,2024-06-30,243
PROD000030,2024-06-30,581
PROD000031,2024-06-30,612
PROD000032,2024-06-30,644
PROD000033,2024-06-30,713
PROD000034,2024-06-30,459
PROD000035,2024-06-30,345
PROD000036,2024-06-30,284
PROD000037,2024-06-30,107
PROD000038,2024-06-30,922
PROD000039,2024-06-30,595
PROD000040,2024-06-30,121
PROD000041,2024-06-30,688
PROD000042,2024-06-30,630
PROD000043,2024-06-30,668
PROD000044,2024-06-30,764
PROD000045,2024-06-30,358
PROD000046,2024-06-30,115
PROD000047,2024-06-30,263
PROD000048,2024-06-30,243
PROD000049,2024-06-30,580
PROD000050,2024-06-30,163
PROD000051,2024-06-30,46
PROD000052,2024-06-30,200
PROD000053,2024-06-30,768
PROD000054,2024-06-30,51
PROD000055,2024-06-30,562
PROD000056,2024-06-30,242
PROD000057,2024-06-30,486
PROD000058,2024-06-30,378
PROD000059,2024-06-30,712
PROD000060,2024-06-30,438
PROD000061,2024-06-30,481
PROD000062,2024-06-30,663
PROD000063,2024-06-30,259
PROD000064,2024-06-30,546
PROD000065,2024-06-30,865
PROD000066,2024-06-30,57
PROD000067,2024-06-30,635
PROD000068,2024-06-30,441
PROD000069,2024-06-30,24
PROD000070,2024-06-30,827
PROD000071,2024-06-30,767
PROD000072,2024-06-30,480
PROD000073,2024-06-30,731
PROD000074,2024-06-30,568
PROD000075,2024-06-30,338
PROD000076,2024-06-30,614
PROD000077,2024-06-30,771
PROD000078,2024-06-30,378
PROD000079,2024-06-30,584
PROD000080,2024-06-30,812
PROD000081,2024-06-30,941
PROD000082,2024-06-30,534
PROD000083,2024-06-30,176
PROD000084,2024-06-30,659
PROD000085,2024-06-30,343
PROD000086,2024-06-30,699
PROD000087,2024-06-30,198
PROD000088,2024-06-30,673
PROD000089,2024-06-30,122
PROD000090,2024-06-30,133
PROD000091,2024-06-30,594
PROD000092,2024-06-30,680
PROD000093,2024-06-30,488
PROD000094,2024-06-30,163
PROD000095,2024-06-30,543
PROD000096,2024-06-30,418
PROD000097,2024-06-30,772
PROD000098,2024-06-30,942
PROD000099,2024-06-30,112
PROD000100,2024-06-30,331
PROD000101,2024-06-30,356
PROD000102,2024-06-30,644
PROD000103,2024-06-30,402
PROD000104,2024-06-30,788
PROD000105,2024-06-30,551
PROD000106,2024-06-30,425
PROD000107,2024-06-30,264
PROD000108,2024-06-30,118
PROD000109,2024-06-30,763
PROD000110,2024-06-30,73
PROD000111,2024-06-30,634
PROD000112,2024-06-30,55
PROD000113,2024-06-30,251
PROD000114,2024-06-30,428
PROD000115,2024-06-30,163
PROD000116,2024-06-30,676
PROD000117,2024-06-30,777
PROD000118,2024-06-30,559
PROD000119,2024-06-30,285
PROD000120,2024-06-30,500
PROD000121,2024-06-30,341
PROD000122,2024-06-30,140
PROD000123,2024-06-30,211
PROD000124,2024-06-30,696
PROD000125,2024-06-30,123
PROD000126,2024-06-30,537
PROD000127,2024-06-30,302
PROD000128,2024-06-30,453
PROD000129,2024-06-30,208
PROD000130,2024-06-30,505
PROD000131,2024-06-30,177
PROD000132,2024-06-30,80
PROD000133,2024-06-30,625
PROD000134,2024-06-30,188
PROD000135,2024-06-30,755
PROD000136,2024-06-30,610
PROD000137,2024-06-30,547
PROD000138,2024-06-30,404
PROD000139,2024-06-30,686
PROD000140,2024-06-30,136
PROD000141,2024-06-30,645
PROD000142,2024-06-30,523
PROD000143,2024-06-30,440
PROD000144,2024-06-30,311
PROD000145,2024-06-30,581
PROD000146,2024-06-30,173
PROD000147,2024-06-30,76
PROD000148,2024-06-30,529
PROD000149,2024-06-30,608
PROD000150,2024-06-30,466
PROD000001,2024-07-31,492
PROD000002,2024-07-31,652
PROD000003,2024-07-31,20
PROD000004,2024-07-31,74
PROD000005,2024-07-31,292
PROD000006,2024-07-31,609
PROD000007,2024-07-31,640
PROD000008,2024-07-31,415
PROD000009,2024-07-31,45
PROD000010,2024-07-31,21
PROD000011,2024-07-31,685
PROD000012,2024-07-31,144
PROD000013,2024-07-31,201
PROD000014,2024-07-31,621
PROD000015,2024-07-31,111
PROD000016,2024-07-31,522
PROD000017,2024-07-31,676
PROD000018,2024-07-31,178
PROD000019,2024-07-31,600
PROD000020,2024-07-31,463
PROD000021,2024-07-31,622
PROD000022,2024-07-31,188
PROD000023,2024-07-31,661
PROD000024,2024-07-31,355
PROD000025,2024-07-31,591
PROD000026,2024-07-31,119
PROD000027,2024-07-31,226
PROD000028,2024-07-31,559
PROD000029,2024-07-31,196
PROD000030,2024-07-31,440
PROD000031,2024-07-31,720
PROD000032,2024-07-31,631
PROD000033,2024-07-31,731
PROD000034,2024-07-31,599
PROD000035,2024-07-31,356
PROD000036,2024-07-31,284
PROD000037,2024-07-31,121
PROD000038,2024-07-31,755
PROD000039,2024-07-31,592
PROD000040,2024-07-31,220
PROD000041,2024-07-31,833
PROD000042,2024-07-31,635
PROD000043,2024-07-31,674
PROD000044,2024-07-31,772
PROD000045,2024-07-31,355
PROD000046,2024-07-31,121
PROD000047,2024-07-31,247
PROD000048,2024-07-31,393
PROD000049,2024-07-31,421
PROD000050,2024-07-31,151
PROD000051,2024-07-31,170
PROD000052,2024-07-31,181
PROD000053,2024-07-31,763
PROD000054,2024-07-31,202
PROD000055,2024-07-31,555
PROD000056,2024-07-31,230
PROD000057,2024-07-31,378
PROD000058,2024-07-31,375
PROD000059,2024-07-31,699
PROD000060,2024-07-31,439
PROD000061,2024-07-31,483
PROD000062,2024-07-31,668
PROD000063,2024-07-31,258
PROD000064,2024-07-31,552
PROD000065,2024-07-31,727
PROD000066,2024-07-31,51
PROD000067,2024-07-31,635
PROD000068,2024-07-31,459
PROD000069,2024-07-31,22
PROD000070,2024-07-31,723
PROD000071,2024-07-31,897
PROD000072,2024-07-31,480
PROD000073,2024-07-31,744
PROD000074,2024-07-31,568
PROD000075,2024-07-31,325
PROD000076,2024-07-31,610
PROD000077,2024-07-31,777
PROD000078,2024-07-31,344
PROD000079,2024-07-31,512
PROD000080,2024-07-31,870
PROD000081,2024-07-31,754
PROD000082,2024-07-31,538
PROD000083,2024-07-31,180
PROD000084,2024-07-31,660
PROD000085,2024-07-31,346
PROD000086,2024-07-31,692
PROD000087,2024-07-31,145
PROD000088,2024-07-31,666
PROD000089,2024-07-31,6
PROD000090,2024-07-31,131
PROD000091,2024-07-31,686
PROD000092,2024-07-31,680
PROD000093,2024-07-31,481
PROD000094,2024-07-31,160
